procedure_name,tin_type,tin_value,billing_class,negotiated_type,service_code,negotiated_rate,npi,reporting_entity_name,reporting_entity_type,plan_name,plan_id_type,plan_id,plan_market_type,last_updated_on,version,url,billing_code,NPI,Entity Type Code,Provider Organization Name (Legal Business Name),Provider Other Organization Name,Provider Other Organization Name Type Code,Provider First Line Business Mailing Address,Provider Second Line Business Mailing Address,Provider Business Mailing Address City Name,Provider Business Mailing Address State Name,Provider Business Mailing Address Postal Code,Provider Business Mailing Address Country Code (If outside U.S.),Provider Business Mailing Address Telephone Number,Provider Business Mailing Address Fax Number,Provider First Line Business Practice Location Address,Provider Second Line Business Practice Location Address,Provider Business Practice Location Address City Name,Provider Business Practice Location Address State Name,Provider Business Practice Location Address Postal Code,Provider Business Practice Location Address Telephone Number,Provider Business Practice Location Address Fax Number,Provider Enumeration Date,Last Update Date,Authorized Official Last Name,Authorized Official First Name,Authorized Official Middle Name,Authorized Official Title or Position,Authorized Official Telephone Number,Provider License Number_1,Provider License Number State Code_1,Healthcare Provider Primary Taxonomy Switch_1,Is Sole Proprietor,Is Organization Subpart,Parent Organization LBN,Parent Organization TIN,Authorized Official Name Prefix Text,Authorized Official Name Suffix Text,Authorized Official Credential Text,Healthcare Provider Taxonomy Group_1,Healthcare Provider Taxonomy Group_2,Certification Date,Combined_taxonomy_codes
"Emergency department visit, problem of high severity",ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",94.66,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"Emergency department visit, problem of high severity",ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",95.87,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"Emergency department visit, problem of high severity",ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",106.45,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"Emergency department visit, problem of high severity",ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",120.65,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"Emergency department visit, problem of high severity",ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",136.06,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"Emergency department visit, problem of high severity",ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",141.94,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"Emergency department visit, problem of high severity",ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",154.2,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"Emergency department visit, problem of high severity",ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",181.42,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"Qualified non physician health care professional online digital assessment and management, for an established patient, for up to 7 days, cumulative time during the 7 days; 21 or more minutes",ein,821251954,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",29.73,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,98972,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"Qualified non physician health care professional online digital assessment and management, for an established patient, for up to 7 days, cumulative time during the 7 days; 21 or more minutes",ein,821251954,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",31.0,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,98972,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"Physician telephone patient service, 11-20 minutes of medical discussion",ein,821251954,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",70.76,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99442,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"Physician telephone patient service, 11-20 minutes of medical discussion",ein,821251954,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",74.27,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99442,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
Chemical destruction of pre-cancerous lesions of the skin,ein,821251954,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",81.14,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,17250,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
Chemical destruction of pre-cancerous lesions of the skin,ein,821251954,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",84.11,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,17250,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
Initial visit for new patients 1-4 years old,ein,821251954,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",95.05,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99382,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"Debridement (for example, high pressure waterjet with/without suction, sharp selective debridement with scissors, scalpel and forceps)",ein,821251954,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",95.42,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,97597,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
Initial visit for new patients 1-4 years old,ein,821251954,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",96.03,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99382,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"Debridement (for example, high pressure waterjet with/without suction, sharp selective debridement with scissors, scalpel and forceps)",ein,821251954,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",104.97,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,97597,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
Under Excision-Benign Lesions Procedures on the Skin 0.6-1 CM,ein,821251954,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",141.82,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,11401,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
Under Excision-Benign Lesions Procedures on the Skin 0.6-1 CM,ein,821251954,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",145.62,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,11401,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
